Image;code postal;Commune;Nom;Adresse;Contact mail;Contact téléphonique;Site internet;Réseau social Facebook;Réseau social Twitter;Réseau social Youtube;Texte descriptif;Etat;Typologie;Type innovation;XY;Horaires
https://opendata.paris.fr/api/v2/catalog/datasets/arc_innovation/files/cfd7e3efdf4097f307f3ab6d64997be0;75019;Paris 19e;WoMa;15 bis rue Léon Giraud;hello@woma.fr;01 40 18 59 21;http://www.woma.fr/;https://www.facebook.com/WoMa.Paris/;WoMa_Paris;-;Contraction de Working et Making, le WoMa est une fabrique de quartier, un espace de travail collaboratif ouvert à tous équipé au rez-de-chaussée d’un atelier de fabrication numérique qui permet de partager les compétences entre utilisateurs du lieu. Côté rue, vous trouverez également un espace de travail nomade, d’exposition et de détente.;existant;Nouvelles économies et industries;Fablab;48.887893,2.382961;
;75013;Paris 13e;École maternelle et élémentaire Dunois;70 rue Dunois;parisculteurs@paris.fr;;http://www.parisculteurs.paris/fr/sites/1386-ecole-maternelle-et-elementaire-dunois-13e.html;;;;APP Parisculteurs. L'architecture singulière de l'école Dunois, dans le quartier « quai de la gare » du 13ème arrondissement, constitue une aubaine pour les projets d’agriculture urbaine. L'ensemble des terrasses a été conçu pour y recevoir de la terre végétale. Ainsi, le bâtiment offre une multitude d'opportunités de cultiver en pleine terre : les terrasses entourant les salles de classe, les toits des écoles élémentaire et maternelle, ainsi qu'un espace fermé et vitré pouvant être exploité comme une serre. En tout, ce sont près de 1 500 m² d'espace pouvant être cultivés au cœur de l'établissement.;projet;Nouveaux lieux - nouveaux services;Agriculture urbaine;;
;75018;Paris 18e;Kialatok;74 Rue Philippe de Girard;kevin@kialatok.fr;01 40 37 70 94;http://kialatok.fr/;;;;Des ateliers de cuisine du monde animés par des cuisiniers talentueux de différentes cultures et favorisant l'insertion professionnel des personnes.;existant;Nouvelles économies et industries;Economie sociale et solidaire;;
;95013;Paris 13e;Locaux d’activités des constructions du Secteur Bruneseau Nord;;;;;;;;;;Potentiels foncier ou immobilier;Potentiels foncier ou immobilier;;
;75012;Paris 12e;Mur du quai de Bercy;208 quai de Bercy;parisculteurs@paris.fr;;http://www.parisculteurs.paris/fr/sites/1347-mur-du-quai-de-bercy-12e.html;;;;APP Parisculteurs. Le site se présente sous la forme d’un long linéaire de mur entre les quais et le parc de Bercy. La partie haute du mur est accessible au public depuis le parc, la partie basse correspondant au trottoir des quais. Le mur fait face à la Seine et au quartier de la BNF, et bénéficie d’une excellente visibilité depuis les quais, entrée de Paris depuis le périphérique.;projet;Nouveaux lieux - nouveaux services;Agriculture urbaine;;
;75020;Paris 20e;Vingtième Théâtre;7 RUE PLATRIERES;;;;;;;Théâtre d'arrondissement et équipement culturel de proximité. Projet pour l’articuler avec le centre d’animation Les Amandiers, pour en faire un lieu unique, une fabrique, tourné plus particulièrement vers l’éducation populaire et les pratiques amateurs.;projet;Innovation sociale et sociétale;Lieux innovants de la culture et du sport;48.867832,2.389284;
;93500;Pantin;BETC;Berges du Canal de l’Ourcq à Pantin;;;http://hellopantin.betc.com/fr/;https://www.facebook.com/BETCParis/timeline;https://twitter.com/BETCParis;;;projet;Fabrique du projet;Participation et concertation;48.8958633481,2.40475814924;
;75019;Paris 19e;Gare Pont de Flandre;1 avenue du Pont de Flandre;;;;;;;Gare de la petite ceinture. Ouverture au public en 2016;existant;Nouveaux lieux - nouveaux services;Espaces insolites;;
https://opendata.paris.fr/api/v2/catalog/datasets/arc_innovation/files/d3327ea4d8f904aa54ec9435647082df;75018;Paris 18e;La Manufacture - Coworking;8 rue Myrha;ecouturier@didaxis.fr;01 53 41 41 50;http://lamanufacture.fr/;https://www.facebook.com/La-Manufacture-1095715240455338/;-;-;La Manufacture est un espace de co-working de plus de 1300m2 dédié aux entrepreneurs, adapté aux contraintes des startups et travailleurs indépendants. Dans cette ancienne fabrique de boutons sous verrière, vous pouvez travailler dans un environnement chaleureux et communautaire qui vous aidera à développer votre activité.;existant;Innovation sociale et sociétale;Coworking;48.887333,2.355591;
;75012;Paris 12e;Pavillon de l'Indochine;45 bis avenue de la Belle Gabrielle;;;http://next.paris.fr/pro/df-fiscalite-des-entreprises/les-concessions-de-la-ville-de-paris/presentation-des-sites-et-lieux-d-exception/rub_9536_dossier_156597_port_27265_sheet_26501;;;;"Appel à idées Pavillons. Le Pavillon d’Indochine rénové en lieu d’exposition et de conférence a été inauguré en septembre
2011 dans le Jardin d'Agronomie Tropicale.";existant;Fabrique du projet;Montages innovants;;
;75012;Paris 12e;Porte de Vincennes - Lot F;rue Lecache;;;;;;;"Occupants potentiels: ""Auberge de jeunesse 2ème génération""";projet;Potentiels foncier ou immobilier;Potentiels foncier ou immobilier;48.845287,2.414959;
;75013;Paris 13e;Réinventer Paris -  Gare Masséna;1 rue Régnault;;;;;;;;projet;Fabrique du projet;Montages innovants;48.823851,2.37302;
;75020;Paris 20e;Réservoir de Charonne;face au 5/7 rue Stendhal;parisculteurs@paris.fr;;http://www.parisculteurs.paris/fr/sites/1367-reservoir-de-charonne-20e.html;;;;Ce site d’une surface exploitable de 6190 m² au cœur du 20e arrondissement se situe sur la toiture du réservoir enterré d’eau non-potable de Charonne. Particulièrement visible depuis la rue Stendhal, il se présente sous la forme d’un large espace enherbé ou? 4 kiosques permettent l’accès a? l’ouvrage sous-terrain. Le site est séparé de l’espace public par une grille et des murs, et des parcelles voisines par d’autres murs. Les travaux préparatoires prévoient la réalisation d’un accès piéton depuis la rue Stendhal.;projet;Nouveaux lieux - nouveaux services;Agriculture urbaine;;
https://opendata.paris.fr/api/v2/catalog/datasets/arc_innovation/files/f94ecd516f18d225f72a91563cf10072;75018;Paris 18e;Split Coworking;3 rue Stephenson;info@split-coworking.fr;06 47 84 34 51;http://split-coworking.fr/;https://www.facebook.com/SPLIT-Coworking-443260035819443/;splitcoworking;-;Dédié à la créativité et à l’innovation, l’espace Split Co-working situé dans le XVIIIème arrondissement de Paris est dédié aux indépendants, aux professionnels et aux start-ups innovantes des secteurs de la communication et du marketing.;projet;Innovation sociale et sociétale;Coworking;48.885294,2.356662;
;75013;Paris 13e;Vincent Auriol;76 bd Vincent Auriol;parisculteurs@paris.fr;;http://www.parisculteurs.paris/fr/sites/1389-vincent-auriol-13e.html;;;;APP Parisculteurs. GRDF propose le toit de l’un de ses bâtiments techniques dans le 13ème arrondissement, offrant une surface enherbée de 800m² avec une profondeur de terre intéressante. Un projet productif d’agriculture urbaine est attendu, sans perturbations pour les activités pratiquées sur le site.;projet;Nouveaux lieux - nouveaux services;Agriculture urbaine;;
https://opendata.paris.fr/api/v2/catalog/datasets/arc_innovation/files/d0cc3c73bfdb2a213a413ff1f00d778c;75019;Paris 19e;Volumes;78 rue Compans;info@volumesparis.org;01 58 82 89 60;http://volumesparis.org/;https://www.facebook.com/volumesparis;wevolumes;-;Plus qu'un espace, VOLUMES est une communauté de profils et d'acteurs qui mettent leurs compétences en commun pour développer des projets communs : Co-working, Makerspace, Foodlab et CivicPoint. Les activités de Volumes s'articulent autour du travail collaboratif en lien avec le design, la fabrication numérique, l'expérimentation culinaire et l'innovation civique.;projet;Innovation sociale et sociétale;Coworking;48.879322,2.392095;
https://opendata.paris.fr/api/v2/catalog/datasets/arc_innovation/files/2ecbd52a907bc2f6878c1ffcd21a5e0c;75017;Paris 17e;BeeOTop;14 boulevard de Douaumont;fmalefant@generali.fr;01 80 48 91 21;http://www.beeotop.org/;https://www.facebook.com/BeeoTopParis/;BeeoTopParis;-;Incubateur de Generali dédié à l’économie sociale et solidaire, l’espace BeeoTop réunit sur six étages espaces de co-working et de bureaux, salles de réunions, espace cuisine, bar et Fab Lab pour accueillir associations et entreprises engagées dans la Responsabilité Sociétale des Entreprises.;existant;Innovation sociale et sociétale;Coworking;48.895953,2.307718;
;75011;Paris 11e;Immeuble à énergie positive RIVP;7 rue Guénot;;;http://www.rivp.fr/le-patrimoine/realisations-marquantes/7-rue-guenot-11e/;;;;"Bâtiment de 17 logements à énergie positive, c’est-à-dire produisant plus d'énergie qu’il n'en consomme. La production d’énergie est assurée par 127 mètres carrés de panneaux solaires en toiture. D’une puissance installée de 21 kWc (kWcrête), ils devraient produire chaque année 33,1 KWh d’énergie primaire par mètre carré, contre une consommation calculée de 32,6 KWh/m2 pour l’immeuble. Cette basse consommation est favorisée par le préchauffage de l’eau chaude sanitaire par 35 mètres carrés de capteurs solaires thermiques et la récupération de la chaleur des ""eaux grises"" des douches et des machines à laver.";existant;Innovation dans l'architecture;Immeubles résilients et durables;;
;75013;Paris 13e;Place d'Italie;Place d'Italie;dvd.places@paris.fr;;http://www.paris.fr/services-et-infos-pratiques/urbanisme-et-architecture/projets-urbains-et-architecturaux/reinventons-nos-places-2540;;;;Réinventons nos places. Apaiser l’espace public, rééquilibrer les usages au profit des piétons et des circulations douces et valoriser les espaces naturels. Procès caractérisé par la participation citoyenne en lien étroit avec des techniciens. Arbitrage sur la proposition finale à faire en 2016.;projet;Fabrique du projet;Participation et concertation;;
;93140;Bondy;Bond'Innov;32 avenue Henri Varagnat;;;;;;;;existant;Nouvelles économies et industries;Plateformes, incubateurs;48.914383,2.485584;
;94230;Cachan;Creative house;à préciser;;;;;;;;existant;Nouvelles économies et industries;Immobilier productif;48.791221,2.342749;
;93200;Saint-Denis;Écuries de la Briche;1 quai de Seine;;;reinventer.laseine@paris.fr;http://www.reinventerlaseine.fr/fr/sites/1315-ecuries-de-la-briche-93.html;;;"Réinventer la Seine. Le bâtiment des anciennes écuries de la Briche est situé le long du canal Saint-Denis, sur le domaine public fluvial, à Saint-Denis, en amont de la confluence du canal et de la Seine. Le site de l’écluse de la Briche est dans l’aval immédiat du bassin de la Briche, dernier élargissement du canal Saint-Denis avant son débouché en Seine. Il se trouve à proximité immédiate de l’éco-quartier « NEAUCITE » en cours d’aménagement.
 Outre une très bonne desserte, avec la gare de Saint-Denis accessible par la berge du canal, ce bâtiment est élevé sur un site remarquable, à la confluence de deux voies navigables et contiguë à un projet d’aménagement d’envergure qui reconstruit la Ville sur la Ville et se veut exemplaire au plan du métabolisme urbain. Le 6B, espace de création artistique et de diffusion, est aussi à proximité.";projet;Fabrique du projet;Montages innovants;;
;93500;Pantin;Les Arts Codés;19 rue charles Auray;;;;;;;;existant;Nouvelles économies et industries;;48.890773,2.414802;
;75013;Paris 13e;Locaux d'activités de construction du secteur Bruneseau Sud;;;;;;;;;projet;Potentiels foncier ou immobilier;Potentiels foncier ou immobilier;;
;75021;Paris 20e;Stade Davout;134 boulevard Davout;;;;;;;;existant;Fabrique du projet;Montages innovants;48.860829,2.409618;
;93100;Montreuil;Halles Decaux;161 rue etienne Marcel;;;;;;;des espaces de travail collaboratifs, un show-room,;projet;Potentiels foncier ou immobilier;Potentiels foncier ou immobilier;48.856903,2.421336;
;75018;Paris 18e;L'Accorderie du 18e;10 avenue de la Porte Montmartre;paris18@accorderie.fr;01 84 17 35 14;http://www.accorderie.fr/paris18/;https://www.facebook.com/accorderie.paris.18/;-;-;Les accorderies proposent un système d’échanges de services solidaires entre habitants d’un même territoire. Chaque accordeur met à la disposition des autres ses compétences et savoir-faire, sous la forme d’offres de services. Chaque échange est ensuite comptabilisé dans une banque de temps, chaque accordeur se voyant attribuer un compte avec débit (service rendu) et crédit (service offert).;existant;Nouveaux services;Espaces mutualisés de services;48.898518,2.336889;
;93120;La Courneuve;Pépinière d'entreprises La Courneuve;Commercial de la Tour;;;;;;;;existant;Nouvelles économies et industries;Plateformes, incubateurs;48.927659,2.378437;
https://opendata.paris.fr/api/v2/catalog/datasets/arc_innovation/files/6d33f66c88b1e3087d4e04b82f5de7f5;75013;Paris 13e;Usine IO;181 rue du Chevaleret;hello@usine.io;09 50 17 69 60;http://www.usine.io/;https://www.facebook.com/usineio;usineIO;-;Atelier de prototypage high-tech, l’Usine IO est plus qu’un fablab : elle propose de former et d’accompagner les start-ups innovantes dès la phase préindustrielle du cycle de vie du produit. Ils aident à accélérer la sortie d’un prototype, à baisser son prix et à le préparer à l’industrialisation.;projet;Nouvelles économies et industries;Fablab;48.833668,2.368735;
;75017;Paris 17e;Village mécanique;Rue Hélène et François Missoffe (sous périphérique);;;;;;;"projet en cours  pour installation lieu de fabrication -réparation et lieu d'évènements ; vérifier stade du projet";existant;Innovation dans les usages;Immeuble pluriel;;
;75019;Paris 19e;Paris Terrain de jeux - Pelouse dite « des chiens »;Parc de la Villette;;;http://www.paris.fr/terraindejeux;;;;Paris Terrain de jeux. Terrain de golf pédagogique avec restauration légère;projet;Innovation sociale et sociétale;Espaces insolites;48.877055,2.3878209999999997;
;75012;Paris 12e;Pavillon de la Terrasse;91 rue du Maréchal Leclerc;;;http://next.paris.fr/pro/df-fiscalite-des-entreprises/les-concessions-de-la-ville-de-paris/presentation-des-sites-et-lieux-d-exception/rub_9536_dossier_156597_port_27265_sheet_26501;;;;Appel à idées Pavillons. Ancien logement de fonction, cette maison de ville surplombe un terrain situé entre un quartier d’habitation de Saint-Maurice et le sud du Bois de Vincennes.;existant;Fabrique du projet;Montages innovants;;
;75019;Paris 19e;Port de l'Allier;Quai de l’Allier;;;http://www.reinventerlaseine.fr/;;;;Réinventer la Seine. Le site du Port urbain de l’Allier, en rive droite du canal Saint-Denis, au sortir de Paris, est compris dans le périmètre de l’opération d’aménagement Paris Nord-Est et inscrit dans celui de l’arc de l’innovation. En face, en rive gauche, a été édifié un groupe scolaire polyvalent. En mitoyenneté, sont implantés des services techniques de la Préfecture de Police, appelés à moyen terme à quitter les lieux. Il est accessible par un passage charretier existant Boulevard Macdonald et dispose d’un débouché par une rampe quai de la Charente.;projet;Fabrique du projet;Montages innovants;48.8996162095,2.381957709;
