IDENT_PVP;N_SQ_CA;NUM_PVP;ADR_ORI;ADR_SUP;TYP_PROT;MOTIVATION
08-0233;8;233;4 avenue Ruysdaël;;BP;Hôtel particulier construit vers 1875 par l'architecte J.-A. Pellechet pour Lecomte puis surélevé vers 1879 pour le second fils d'Emile Meunier Gaston qui y fit aménager un escalier de bois orné de mosaïques de style Renaissance et bâtir dans la cour des communs en 1885 par Henri Parent. Le corps principal qui donne sur l'avenue est inspiré de la première Renaissance française. Derrière l'hôtel s'étend une cour à laquelle on accède par une porte cochère sur deux niveaux et encadrée par deux colonnes avec chapiteaux supportant un arc en plein cintre sculpté surmonté de deux aigles ailés qui encadrent un écusson. Cette cour est bordée à droite et au fond par les communs d'inspiration normande et orientalisante. Construit en encorbellement l'étage du bâtiment du fond repose sur un système d'arcs entrecroisés. Il est éclairé par des fenêtres de style mauresque dont l'arc outrepassé est orné à l'intérieur d'un décor de stuc peint. Il correspond à une ancienne salle dédiée au théâtre. La séparation entre premier et deuxième étage est marquée par une frise sculptée de rinceaux de têtes. Au troisième étage fenêtres arrondies d'un style différent.
08-0238;8;238;12-14 rue de Téhéran;6 place de Narvik, 26-28 rue Treilhard;BP;Hôtel particulier seconde moitié XIXème en pierre de taille de style néo-renaissance avec un grand fronton brisé surmontant la porte sur cour. Elévation de deux étages carrés sur un soubassement rattrapant un terrain en forte pente. Corniche à la retombée du toit. Lucarnes en pierre à fronton triangulaire. Appuis de fenêtre en fonte conservés. Entrée sur cour par un perron abrité sous une remarquable marquise soutenue par des colonnettes en fonte. Bâtiments des communs à hourdage de brique. Les n°12 et n°14 rue de Téhéran quoique disjoints doivent être envisagés comme faisant partie du même ensemble architectural.
08-0250;8;250;5 avenue Velasquez;;BP;Hôtel en pierre de taille construit pour Hippolyte-Alfred Cauchard fondateur des magasins du Louvre. la façade comporte deux très légers avant-corps. Grande porte arrondie avec imposte dans encadrement comportant un entablement mouluré avec oves et tableau mouluré. La porte est surmontée d'un médaillon ovale orné d'une tête de lion de feuilles de laurier et de guirlandes de fleurs. Au rez-de-chaussée surélevé balcon central à balustres de pierre carrées sur trois travées. Entablement mouluré au dessus des fenêtres avec médaillon feuilles de laurier. Au premier étage la fenêtre centrale est encadrée de pilastres moulurés avec chapiteaux simples ornés de guirlandes verticales sommées chacune d'une coquille. Corniche moulurée sur consoles ornées à la retombée du toit. Lucarnes de pierre dans le toit.
08-0405;8;405;10 rue Washington;;BP;Quartier des Champs-Elysées. Immeuble de rapport haussmannien présentant une façade en pierre de taille composée de six travées et de trois étages carrés sur rez-de-chaussée. Balcon filant soutenu par de fortes consoles au premier étage et sous l'étage en retiré.
09-0007;9;7;5-7 rue de La Tour des Dames;;BP;La Peyrière receveur général de la Seine acquiert en 1820 l’hôtel de Valentinois s’étendant entre les rues Saint-Lazare de la Rochefoucauld et de la Tour des Dames. Aidé de l’architecte Auguste Constantin il bâtit l’ensemble qui prend le nom de Nouvelle Athènes. Cette série d’hôtels figure parmi les plus grandes réussites du néo-classicisme de la Restauration. Si leur entrée est située rue de la Tour des Dames la plupart d’entre eux bénéficient d’une issue rue Saint-Lazare. Au n°5 se trouve l'Hôtel du peintre Horace Vernet construit en 1822 par l'architecte Haudebourt et au n°7 l'Hôtel construit en 1820 par l'architecte Constantin et occupé à partir de 1835 par Paul Delaroche peintre en vogue sous la Monarchie de Juillet et gendre de Vernet.
10-0213;10;213;44 rue du Faubourg Saint-Denis;;BP;Maison ancienne antérieure à 1750. Façade composée de deux travées et de trois étages carrés peu ou pas hiérarchisés sur entresol et rez-de-chaussée. Appuis de fenêtre en fer forgé Louis XV au premier étage. Lucarne passante.
10-0039;10;39;200-204 rue du Faubourg Saint-Denis;;BP;Hôpital Fernand-Widal. L’ancienne Maison municipale de santé située aux n° 110-112 de la rue du Faubourg Saint-Denis a été délogée par le percement du boulevard de Magenta. Le nouveau bâtiment fut construit entre 1853 et 1858 par l’architecte en chef des hôpitaux de Paris Théodore Labrouste de 1845 à 1876. Marqué par un axe central et par la symétrie des édifications l’ensemble est construit autour de deux cours rectangulaires reliées par des galeries permettant la communication et respectant l’isolation des services. Le premier édifice est occupé par les fonctions administratives , les pavillons à quatre étages implantés autour du jardin abritent les chambres,  l’allée centrale du jardin menait à la chapelle est aujourd’hui remplacée par une construction moderne datant de 1966. Ensemble remarquable et représentatif des conceptions monumentales et hygiénistes sous le Second-Empire.
10-0044;10;44;93 rue la Fayette;86 rue du faubourg Poissonnière;BP;Immeuble d'angle de style Restauration de trois étages carrés sur un rez-de-chaussée et un niveau d'entresol. Chacune des façades compte cinq travées. Deux séries de cinq arcatures englobant l'entresol s'inscrivent sur chacune des façades dans un soubassement à bossages. Les façades d'une écriture très sobre sont cantonnées par des chaînes de refends. Une corniche très marquée surmonte la composition. Cet immeuble occupe une situation remarquable au carrefour de la rue La Fayette et de la rue du faubourg Poissonnière.
10-0094;10;94;19 boulevard de Magenta;;BP;Immeuble de rapport construit par l'architecte Paul Sédille en 1867-1869 (daté et signé) décoré sous les fenêtres du troisième étage par des médaillons sculptés par Charles Gauthier. Ils représentent les arts de la peinture de la sculpture de l’architecture de la poésie et de la musique. Au dessus du porche quatre consoles à tête de lion soutiennent le balcon. Le vestibule est aussi décoré avec soin : sol à mosaïque et boiseries murales aussi bien que des cariatides exécutées par Henri Chapu qui représentent la Nature et la Tradition. Le large escalier est muni d’une rampe à motifs floraux. L'architecte habita au troisième étage mais le décor de son appartement fut transporté ultérieurement dans son hôtel du 28 boulevard Malesherbes. Il n'en subsiste que quelques éléments. L'immeuble fourni une illustration remarquable de l'architecture de la seconde moitié du Second Empire.
10-0246;10;246;90 rue René Boulanger;;BP;Immeuble d'angle caractéristique par son ornementation de la période Louis-Philippe avec quelques détails encore classiques. L'entresol comporte un faux appareil de pierre. Les fenêtres sont soulignées par des moulures. Les garde-corps sont en fonte. Un bandeau répétant un motif géométrique sépare les deuxième et troisième étage. L'étage en retiré sous les combles est desservi par un balcon filant. Ensemble bâti remarquable s'inscrivant dans les séquences historiques des Grands Boulevards parisiens.
10-0232;10;232;4 boulevard Saint-Martin;3 rue René Boulanger;BP;Immeuble de rapport élevé sur les remblais de l'ancienne enceinte de Charles V. Il présente sur le boulevard une façade très sobre d'aspect néoclassique de la première moitié du XIXème siècle composée de dix travées régulièrement percées et élevée de cinq étages carrés hiérarchisés sur rez-de-chaussée. Balcon filant au premier étage. Consoles soutenant les appuis de fenêtre. Corniche à modillons. Ensemble bâti remarquable s'inscrivant dans les séquences historiques des Grands Boulevards parisiens.
10-0080;10;80;16-18 rue Vicq d'Azir;52-56 avenue Claude Vellefaux;BP;Ecole municipale construite par l'architecte-voyer Eugène-Vincent Pierron entre 1890 et 1892. Elle constitue un remarquable exemple de l'architecture scolaire de la IIIème République. Le plan de l'immeuble est en H : deux ailes entourent les cours. La façade est en brique les fenêtres en métal et les détails en céramiques de façades.
11-0228;11;228;1b-3 rue de la Forge Royale;;BP;Immeuble de grande tenue architecturale issu du lotissement vers 1770 de la Forge Royale du n°1bis au n°5 (impasse prolongée vers 1854 jusqu'à la rue Saint-Bernard). Elévation de deux étages sur rez-de-chaussée et entresol. Escalier à limon tournant et rampe à barreaux carrés (forte section) engagés au n°3. Porte bâtarde et combles ajoutés vers 1860. Arcatures découpant le niveau d'entresol. Les parcelles nouvellement tracées ont une régularité qui contribue beaucoup à l'unité architecturale des immeubles qui y sont bâtis. Leur façade est élevée de deux étages carrés sur un rez-de-chaussée et un entresol commercial découpé par des arcatures.
11-0012;11;12;90 avenue Parmentier;;BP;Immeuble de logement construit en 1909 par l'architecte Xavier Schoellkopf. L'immeuble exploite pleinement sa situation en angle sur un carrefour et offre une interprétation assagie du style Art Nouveau.
11-0065;11;65;8b-10 place de la République;2 rue du Faubourg du Temple, 1 avenue de la République;BP;Immeuble commercial des Magasins Réunis construit en 1866 par l'architecte Gabriel Davioud réalisé en symétrie de la caserne Vérines bâtie par A. Legrom entre 1854 et 1859 (située dans le Xème arrondissement). Sa façade harmonieusement dessinée et décorée constitue un élément essentiel de la composition de la place de la République
11-0273;11;273;22b rue des Taillandiers;;BP;"Immeuble d'activité du faubourg Saint-Antoine présentant une façade en briques rouges composée de six travées disposées en binomes construit en 1929 par l'architecte Pages et l'entrepreneur Magisson-Chauvin. Edifice référencé dans le cadre de l'Inventaire in ""Le faubourg Saint-Antoine : un double visage"", Cahiers du Patrimoine, 1998."
12-0162;12;162;17 rue d'Aligre;;BP;Maison de rapport probablement édifiée par l'architecte du lotissement d'Aligre Samson-François Lenoir dit Lenoir le Romain (1730-1810). L'édifice figure sur le plan masse du lotissement et par conséquent a été construit entre 1777 et 1786. D'une écriture néoclassique de grande tenue construit en pierre de taille cet immeuble repose sur un soubassement affecté aux commerces percé d'arcades englobant le rez-de-chaussée et l'entresol. Au-dessus s'élève le piano nobile qui développe de hautes fenêtres dont la modénature joue sur la sobre alternance d'une baie sans moulurations et d'une baie coiffée d'une plate-bande reposant sur deux consoles. Le second étage moins élevé arbore des fenêtres ornées seulement d'un appui reposant sur deux modillons. Après une frise sans décor et une épaisse corniche un comble mansardé achève la composition. Les ferronneries qui reprennent le motif « Grand Siècle » du cercle et de l'ellipse affichent elles aussi la qualité sociale attendue des habitants. Il est probable que le 17 rue d'Aligre ait eu pour but de donner le ton aux autres constructions du lotissement.
12-0048;12;48;256 rue de Charenton;;BP;Deux anciennes maisons de faubourg  implantées sur une petite parcelle triangulaire  ayant conservé en bonne partie leur façade en plâtre avec moulure en refends horizontaux au premier étage.
12-0173;12;173;51 rue Crozatier;;BP;Immeuble présentant une façade sur rue d'aspect vers 1860 formée de quatre travées et élevée de deux étages carrés sur rez-de-chaussée. Composition de façade remarquable sur le modèle palatial avec deux pilastres composites colossaux soutenant un fronton triangulaire réunissant  les deux travées centrales. Tympan sculpté. Ecusson ornant le centre de la façade.
12-0159;12;159;216b-250 avenue Daumesnil;;BP;Cité de la société coopérative immobilière des ouvriers de Paris réalisée en 1867 par l'architecte Louis-Charles Boileau et l'entreprise Newton et Shepard. Il s'agit des premiers immeubles construits en béton sans armature mais avec coffrages glissants. Elle témoigne que dès ses balbutiements la construction sociale fait appel à des techniques nouvelles pouvant permettre de dégager des économies appréciables sur les coûts de construction et d'entretien. Surélévation partielle vers 1878-1881 par l'architecte Ch. Lecornu.
